;Equipo;Descripción;DGA;DGA-T.ACE;DGA-T.PAP;DGA-DP;DGA-ARC;OIL.TAP;ADIT.OIL;ADIT.OIL-DBPC;ADIT.OIL-BTZ;OIL.CORR;OIL;OIL-DIE;OIL-FQ;BUJ;INSP;INSP-ENF;INSP-PRO.M;INSP-M.OLTC;INSP-CUB;INSP-GAB;INSP-BUJ.TER;HUM.PAP;HUM.PAP-DELTA;HUM.PAP-T.M;HUM.PAP-T.TRF;HUM.PAP-FECHA;HUM.PAP-DIAG;HUM.PAP-WHRT;HUM;HUM-DELTA;HUM-T.M;HUM-T.TRF;HUM-FECHA;HUM-DIAG;FUR;FUR-2FAL;FUR-TOT;FUR-RAT;FUR-REL;FUR-MAX;PF.DEV;PF.DEV-GND;PF.DEV-BARR;PF.DEV-PRESB;SFRA;SFRA-RAD;SFRA-AXI;SFRA-BULK;SFRA-CORE;SFRA-IMP;SFRA-CONT;SFRA-SELF;SFRA-IMG;SFRA-NO.DIAG
314;109355;cambiar silica oltc;;;;;;;;;;;;;;8;3;3;3;;3;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
315;109356;cambiar silica oltc;;;;;;;;;;;;;;8;2;2;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;109357;cambiar silica oltc;;;;;;;;;;3;3;;;8;2;2;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;109358;cambiar silica oltc;1;;;1;;;;;;9;9;;;8;8;8;8;;8;8;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
318;201438;otro;2;;2;;;;;;;;;;;;5;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;201585;otro;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;400039;otro;;;;;;1;;;;;1;;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;123178;cambiar silica oltc;;;;;;;;;;;;;;8;2;;;;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;123181;cambiar silica oltc;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;201438;otro;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;201582;otro;3;;3;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;201585;otro;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;119040;otro;2;;2;;;;;;;;;;;;5;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;118423;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;118423;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;118423;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;111966;cambiar silica oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;200597;otro;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;200548;otro;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;201585;otro;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;200597;otro;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;2011679;otro;;;;;;;;;;9;9;;;8;2;9;2;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;201582;otro;;;;;;;;;;;3;3;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;201582;otro;;;;;;;;;;;3;3;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;119040;otro;;;;;;;;;;;;;;3;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;100008;otro;2;2;;;;;;;;;;;;8;5;9;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;109358;otro;;;;;;;;;;9;9;;;8;2;8;2;;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;109358;otro;;;;;;;;;;9;9;;;8;2;8;2;;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;132503;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;9;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;2000407;otro;2;;2;;;8;;;;;8;;;;5;9;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;808997;realizar muestreo-analisis fsco-qco oltc;;;;;;9;;;;;9;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;112135;otro;;;;;;;;;;2;2;;;8;5;;;;;9;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
346;111691;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;810050;cambiar silica oltc;;;;;;9;;;;;2;2;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;117273;otro;;;;;;;;;;;;;;8;3;3;;;;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
349;117274;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;119040;cambiar silica oltc;;;;;;;;;;;;;;3;2;;2;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
351;2005218;otro;;;;;;;;;;9;9;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;111689;realizar muestreo-analisis fsco-qco oltc;3;;3;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;111691;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;111966;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;111691;otro;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;2000407;otro;2;;2;;;8;;;;;8;;;;5;9;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;119040;otro;;;;;;;;;;;;;;3;2;;2;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
358;111566;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;111989;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;2;2;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;111988;otro;;;;;;;;;;;2;;2;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;111988;otro;;;;;;;;;;;2;;2;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;117258;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;117258;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;117258;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;117259;otro;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;117258;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;117259;otro;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;117259;otro;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;112245;otro;;;;;;;;;;;2;2;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;201114;cambiar silica oltc;;;;;;3;;;;;3;;;2;3;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;201117;cambiar silica oltc;2;;2;;;;;;;;;;;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;111566;otro;;;;;;;;;;;;;;8;2;2;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;111989;otro;;;;;;;;;;;2;2;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;115058;otro;;;;;;;;;;;;;;;5;;;;9;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
375;115104;otro;;;;;;;;;;;;;;8;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;111988;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;112135;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;112136;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;119040;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;3;2;;2;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
380;123183;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
381;201438;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;;2;;2;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
382;201582;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;2;2;;;3;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;201585;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;;2;;2;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
384;2009377;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;9;9;;;8;2;;2;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;2009378;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;9;9;;;8;2;9;2;;9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;111566;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;2;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;111689;aplicar sikaflex 1a protecciones mecanic;3;;3;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;111690;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;2;2;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;111691;aplicar sikaflex 1a protecciones mecanic;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;111966;aplicar sikaflex 1a protecciones mecanic;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;111988;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;111989;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;2;2;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;112245;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;112246;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;117258;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;117259;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;123172;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;133034;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;9;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;2000236;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;9;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;2009683;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;9;9;;;8;2;9;2;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;109355;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;3;3;3;;3;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
402;109356;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;109357;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;111073;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;111105;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;;2;;2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;115104;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407;117272;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;9;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;117273;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;9;2;;3;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
409;117274;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;9;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;118423;aplicar sikaflex 1a protecciones mecanic;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;118424;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;118425;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;2;2;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;132503;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;8;2;9;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;200203;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;200548;aplicar sikaflex 1a protecciones mecanic;2;2;;;;2;;;;;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
416;200597;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;3;3;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;201114;aplicar sikaflex 1a protecciones mecanic;;;;;;3;;;;;3;;;2;3;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;201117;aplicar sikaflex 1a protecciones mecanic;2;;2;;;;;;;;;;;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;201232;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;2000233;aplicar sikaflex 1a protecciones mecanic;2;;;;2;;;;;;;;;8;5;9;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;117274;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;9;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;123183;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
423;123183;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;2009685;otro;;;;;;;;;;9;9;;;8;2;9;2;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;111989;otro;;;;;;;;;;;2;2;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;111989;otro;;;;;;;;;;;2;2;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;118435;cambiar silica oltc;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;123181;cambiar silica oltc;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;123181;otro;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;202718;otro;;;;;;;;;;;;;;;2;;2;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;118425;cambiar silica oltc;;;;;;;;;;2;2;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;117272;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;9;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;118423;cambiar silica oltc;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;118424;cambiar silica oltc;;;;;;;;;;;;;;8;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;810550;cambiar silica oltc;;;;;;8;;;;;8;;;2;5;9;8;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;810550;cambiar silica oltc;;;;;;8;;;;;8;;;2;5;9;8;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;111073;cambiar silica oltc;;;;;;;;;;;;;;8;2;3;;;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;2011679;otro;;;;;;;;;;9;9;;;8;2;9;2;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;118424;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;2000407;otro;2;;2;;;8;;;;;8;;;;5;9;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;2000407;otro;2;;2;;;8;;;;;8;;;;5;9;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;112137;otro;;;;;;;;;;;;;;8;2;2;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;111988;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;111989;otro;;;;;;;;;;;;;;8;2;;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;123181;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;2000236;otro;;;;;;;;;;;;;;8;2;9;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;109355;otro;;;;;;;;;;;;;;8;3;3;3;;3;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
448;109356;otro;;;;;;;;;;;;;;8;2;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;112135;otro;;;;;;;;;;;;;;8;2;;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;111566;aplicar sikaflex 1a protecciones mecanic;;;;;;;;;;;2;2;;8;3;;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;117259;otro;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;201114;cambiar silica oltc;;;;;;3;;;;;3;;;2;3;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;109355;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;3;3;3;;3;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
454;115104;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;112137;otro;;;;;;;;;;;;;;8;2;2;2;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;120116;cambiar silica oltc;2;;2;;;;;;;;;;;8;3;;3;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;810451;cambiar silica oltc;2;;2;;;;;;;;;;;;3;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;109355;cambiar silica oltc;;;;;;;;;;;;;;8;3;3;3;;3;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
459;109356;cambiar silica oltc;;;;;;;;;;;;;;8;2;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;109357;cambiar silica oltc;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;115057;cambiar silica oltc;;;;;;;;;;;;;;3;2;;;2;;;;3;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;
462;118095;cambiar silica oltc;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;810050;otro;;;;;;9;;;;;9;;;2;;;;;;;;3;;;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;
464;200203;otro;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;200646;otro;;;;;;;;;;;;;;;2;;;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;200646;otro;;;;;;;;;;;;;;;2;;;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;200646;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;;2;;;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;203342;otro;2;2;2;;;;;;;;;;;8;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;200203;otro;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;200203;otro;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;400039;realizar muestreo-analisis fsco-qco oltc;;;;;;1;;;;;1;;;;3;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;400039;realizar muestreo-analisis fsco-qco oltc;;;;;;1;;;;;1;;;;5;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;400039;realizar secado oltc;;;;;;1;;;;;1;;;;2;;;2;9;;;3;3;;;;;;3;3;;;;3;;;;;;;;;;;;;;;;;;;;
